
         540712248 function calls (540708138 primitive calls) in 379.315 seconds

   Ordered by: call count

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       47    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.7/lib/python3.7/xml/etree/ElementTree.py:1251(__init__)
       47    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.7/lib/python3.7/xml/etree/ElementTree.py:1494(_setevents)
       45    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/common.py:170(all_none)
       45    0.001    0.000    0.002    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/indexes/range.py:85(__new__)
       45    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/common.py:145(validate_header_arg)
       45    0.001    0.000    0.001    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/parsers.py:1509(_maybe_dedup_names)
       45    0.000    0.000    0.027    0.001 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/worksheet/_read_only.py:53(_get_source)
       45    0.000    0.000    0.001    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/worksheet/table.py:347(__init__)
       45    0.001    0.000    0.002    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/worksheet/_reader.py:87(__init__)
       45    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/worksheet/hyperlink.py:44(__init__)
       44    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/missing.py:64(clean_fill_method)
       44    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/missing.py:721(clean_reindex_fill_method)
       44    0.000    0.000    0.003    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/indexes/base.py:4472(identical)
       44    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/generic.py:453(<dictcomp>)
       44    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/generic.py:424(_construct_axes_from_arguments)
       44    0.000    0.000    0.004    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/generic.py:4564(reindex)
       44    0.000    0.000    0.004    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/series.py:4337(reindex)
       43    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.7/lib/python3.7/typing.py:806(__new__)
       43    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/base.py:429(size)
       43    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/base.py:618(empty)
       42    0.000    0.000    0.001    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.7/lib/python3.7/distutils/version.py:69(__ge__)
       42    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/frame.py:645(shape)
       42    0.000    0.000    0.000    0.000 {pandas._libs.internals.get_blkno_placements}
       42    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/worksheet/_read_only.py:174(max_row)
       42    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/worksheet/_read_only.py:184(max_column)
       41    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/descriptors/base.py:82(__set__)
       40    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/arrays/datetimelike.py:825(freqstr)
       40    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/groupby/generic.py:160(_iterate_slices)
       40    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/groupby/generic.py:350(<genexpr>)
       40    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/indexes/datetimelike.py:126(_is_all_dates)
       40    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/groupby/groupby.py:518(__init__)
       39    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/dtypes/inference.py:96(is_file_like)
       39    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/internals/managers.py:227(is_single_block)
       39    0.002    0.000    0.004    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/internals/concat.py:92(_get_mgr_concatenation_plan)
       37    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.7/lib/python3.7/posixpath.py:232(expanduser)
       37    0.000    0.000    0.000    0.000 {method 'flush' of 'zlib.Decompress' objects}
       37    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/common.py:126(_expand_user)
       37    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/worksheet/views.py:43(__init__)
       36    0.001    0.000    0.001    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/dtypes/missing.py:635(<lambda>)
       36    0.000    0.000    0.003    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/construction.py:405(ensure_wrapped_if_datetimelike)
       36    0.000    0.000    0.003    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/arrays/datetimes.py:305(_from_sequence)
       36    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/indexes/base.py:6189(<genexpr>)
       36    0.000    0.000    0.002    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/indexes/api.py:221(<genexpr>)
       36    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/internals/blocks.py:2236(_can_hold_na)
       36    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/packaging/manifest.py:69(__init__)
       35    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/dtypes/common.py:954(is_datetime64_ns_dtype)
       35    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/arrays/datetimes.py:551(__array__)
       35    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/arrays/datetimelike.py:268(__array__)
       35    0.000    0.000    0.004    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/indexes/base.py:6137(_maybe_asobject)
       34    0.000    0.000    0.001    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/utils/indexed_list.py:14(__init__)
       33    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/numpy/core/_ufunc_config.py:429(__init__)
       33    0.000    0.000    0.001    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/numpy/core/_ufunc_config.py:433(__enter__)
       33    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/numpy/core/_ufunc_config.py:438(__exit__)
       33    0.000    0.000    0.000    0.000 {method 'close' of 'xml.etree.ElementTree.TreeBuilder' objects}
       33    0.001    0.000    0.001    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.7/lib/python3.7/xml/etree/ElementTree.py:1634(close)
       32    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/dtypes/common.py:1032(is_datetime_or_timedelta_dtype)
       32    0.000    0.000    0.004    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/arrays/datetimes.py:583(astype)
       32    0.000    0.000    0.002    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/arrays/datetimelike.py:337(astype)
       32    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/indexes/base.py:1875(is_floating)
       32    0.000    0.000    0.001    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/indexes/base.py:3036(get_loc)
       32    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/indexes/base.py:5287(_maybe_cast_indexer)
       32    0.000    0.000    0.000    0.000 {method 'get_loc' of 'pandas._libs.index.IndexEngine' objects}
       32    0.000    0.000    0.011    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/indexes/extension.py:310(astype)
       32    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/groupby/ops.py:906(levels)
       32    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/groupby/ops.py:910(names)
       32    0.000    0.000    0.013    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/groupby/ops.py:917(<listcomp>)
       32    0.000    0.000    0.013    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/groupby/ops.py:914(groupings)
       32    0.000    0.000    0.012    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/groupby/grouper.py:439(__init__)
       32    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/groupby/grouper.py:861(_convert_grouper)
       32    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/descriptors/base.py:226(__set__)
       32    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/descriptors/serialisable.py:184(__ne__)
       31    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.7/lib/python3.7/posixpath.py:338(normpath)
       31    0.000    0.000    0.000    0.000 {built-in method numpy.zeros}
       30    0.031    0.001    0.031    0.001 {method 'clear' of 'dict' objects}
       30    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
       30    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
       30    0.010    0.000    0.010    0.000 {method 'argsort' of 'numpy.ndarray' objects}
       30    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/indexes/base.py:510(_shallow_copy)
       30    0.000    0.000    0.031    0.001 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/generic.py:3485(_clear_item_cache)
       30    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/internals/managers.py:1699(<listcomp>)
       30    0.000    0.000    0.161    0.005 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/internals/managers.py:1690(create_block_manager_from_arrays)
       30    0.002    0.000    0.158    0.005 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/internals/managers.py:1733(_form_blocks)
       30    0.000    0.000    0.470    0.016 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/internals/construction.py:62(arrays_to_mgr)
       30    0.001    0.000    0.507    0.017 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/internals/construction.py:241(init_dict)
       30    0.001    0.000    0.301    0.010 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/internals/construction.py:333(_homogenize)
       30    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/styles/borders.py:49(__init__)
       30    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/packaging/relationship.py:36(__init__)
       30    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/packaging/relationship.py:62(__init__)
       29    0.053    0.002    0.053    0.002 {method 'copy' of 'numpy.ndarray' objects}
       29    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/compat/_optional.py:49(get_version)
       28    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
       28    0.000    0.000    0.000    0.000 /Applications/Xcode.app/Contents/Developer/Library/Frameworks/Python3.framework/Versions/3.7/lib/python3.7/posixpath.py:104(split)
       27    0.000    0.000    0.000    0.000 {function FrozenList.__getitem__ at 0x1105c3048}
       27    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(atleast_2d)
       27    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/numpy/core/shape_base.py:78(_atleast_2d_dispatcher)
       27    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/numpy/core/shape_base.py:82(atleast_2d)
       27    0.000    0.000    0.006    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/numpy/core/fromnumeric.py:52(_wrapfunc)
       27    0.000    0.000    0.000    0.000 {built-in method pandas._libs.lib.is_datetime_array}
       27    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_bool}
       27    0.000    0.000    0.015    0.001 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/construction.py:632(create_series_with_explicit_dtype)
       27    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/base.py:796(__iter__)
       27    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/indexes/base.py:2134(_is_all_dates)
       27    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/indexes/frozen.py:66(__getitem__)
       27    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/parsers.py:394(validate_integer)
       27    0.000    0.000    0.000    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/io/parsers.py:1539(_maybe_make_multi_index_columns)
       27    0.000    0.000    0.018    0.001 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/pandas/core/series.py:372(_init_dict)
       27    0.000    0.000    0.000    0.000 {method 'find' of 'xml.etree.ElementTree.Element' objects}
       27    0.000    0.000    0.003    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/styles/fonts.py:101(from_tree)
       27    0.000    0.000    0.002    0.000 /Users/ganesh/Library/Python/3.7/lib/python/site-packages/openpyxl/styles/fonts.py:69(__init__)
